,id,avg_valence,avg_arousal,avg_dominance,avg_intensity_anger,avg_intensity_anticipation,avg_intensity_disgust,avg_intensity_fear,avg_intensity_joy,avg_intensity_sadness,avg_intensity_surprise,avg_intensity_trust,sentiment_score
69,u703p2,0.5966001,0.38409728,0.37836868,0.630316261466663,0.3903654239989291,0.3624657772533115,0.7165774814200877,0.4447144904721255,0.3869969112614151,0.3669586602518144,0.4120045102422108,0.3653250773993808
70,u668p10,0.7364518,0.4503546,0.6444072,0.3707742695392249,0.5911959978946293,0.1888466301635751,0.3320261069573523,0.574686525270041,0.4840041490738643,0.3103999809673856,0.5239863801701629,0.5267151859412443
71,u975p3,0.6424868,0.35310087,0.55382305,0.3362413726826257,0.5714285926452224,0.7820025486179062,0.4306934646435766,0.4568381671818712,0.544504679241504,0.3923809580089283,0.537183779814641,0.4087491455912509
72,u26p3,0.6756511,0.28130904,0.48498255,0.4460196089532287,0.5569529808461167,0.3624657772533115,0.4753416271469751,0.7060635918567607,0.3883571770310157,0.1874285664947666,0.5861216898665761,0.4521886399166233
73,u560p1,0.6421236,0.37169272,0.56162065,0.2868048120773441,0.5938538502026359,0.1888466301635751,0.3587131559562508,0.4468943573166722,0.4251806069979668,0.3669586602518144,0.4985528154520077,0.4499493040833256
74,u814p4,0.6209645,0.4011527,0.54174227,0.4782503170193622,0.5797342325911862,0.3075623104253966,0.4691027599928805,0.3508430936102369,0.3343653323140467,0.4994285489880311,0.4946519851586462,0.3358395989974937
75,u73p2,0.67514783,0.40833518,0.59385514,0.6052344708287263,0.6848599449261001,0.3662864451602783,0.52089519231495,0.5469087888306924,0.3869969112614151,0.588857177420538,0.460173635144788,0.4206806769574112
76,u178p3,0.6652851,0.3525273,0.5230877,0.4365685027345662,0.5033222658794893,0.1343472673180517,0.3838383720778635,0.4583657778262329,0.4545923934137911,0.4933333099456062,0.4617997686286788,0.3762588668009458
77,u189p9,0.59501714,0.45187575,0.5341521,0.4446175673023868,0.5545152300759097,0.5777355444962857,0.5510991985446622,0.3978599496843244,0.5268786812327544,0.2937142909108375,0.4781774776529838,0.4024412884062007
78,u718p3,0.51109874,0.45386437,0.48340118,0.644765545421177,0.5340531633828666,0.4461343449112726,0.5699346197190387,0.2944228508596859,0.6099071533079471,0.1965714250584038,0.3386183009071921,0.3121485851230528
